Daily Max Temperature,Daily Min Temperature
65,57
87,75
78,54
42,32
88,76
40,22
68,47
66,32
67,49
39,-12
103,80
90,44
42,37
45,21
73,48
76,47
75,57
77,64
75,64
63,53
70,52
87,71
67,49
69,25
59,44
71,28
23,-3
57,46
45,27
63,34
70,57
93,73
34,9
83,58
90,52
60,40
83,59
29,3
14,-21
22,-14
49,41
85,69
71,62
73,61
81,71
45,22
75,59
52,23
74,50
54,29
35,15
63,52
61,27
59,51
79,68
98,74
95,57
94,51
73,36
89,71
32,21
56,39
80,59
78,53
56,28
95,71
45,32
70,36
49,35
31,19
75,68
111,71
95,61
46,15
48,26
78,41
63,52
102,71
26,8
45,25
79,71
39,12
19,7
69,38
63,29
62,25
46,28
84,64
76,52
80,60
74,38
75,68
75,47
86,69
68,51
59,45
49,31
86,79
73,56
24,-7
57,50
76,51
51,31
28,23
78,49
67,42
72,41
66,47
81,43
79,58
92,71
73,58
52,38
95,73
71,35
63,54
62,51
78,48
91,69
45,28
87,64
44,26
41,21
79,58
73,48
80,69
54,34
87,69
67,35
71,42
87,63
72,45
52,37
62,47
46,35
75,62
42,18
81,66
103,64
12,1
93,60
79,65
81,50
12,0
83,55
52,24
82,63
61,38
87,64
87,60
34,21
64,45
82,64
64,43
94,75
74,44
83,55
69,36
93,50
79,62
53,28
98,77
48,42
81,58
63,50
81,63
79,60
88,70
54,47
69,50
75,54
86,65
38,29
71,31
90,74
-3,-30
27,19
81,68
77,57
52,47
82,54
54,46
93,69
52,36
73,46
49,42
63,50
62,38
57,34
44,25
42,33
60,49
62,43
80,61
18,6
78,66
47,27
44,28
52,19
90,52
74,52
51,36
94,71
65,47
44,34
47,36
98,73
78,70
73,38
50,28
88,44
97,67
36,30
41,19
84,49
24,4
55,41
71,48
88,83
9,4
42,0
85,50
70,58
81,57
72,43
65,33
88,53
83,69
93,79
72,53
94,75
34,22
61,42
74,49
65,59
45,31
94,74
88,57
33,17
92,63
78,56
32,23
61,33
65,58
75,37
52,31
70,41
77,46
78,57
65,54
90,67
52,17
78,40
35,15
56,42
72,45
42,30
64,28
80,61
56,42
55,36
82,58
53,24
40,23
42,19
84,62
51,45
86,66
26,15
78,54
83,59
45,17
93,76
98,76
41,31
68,38
85,64
47,31
77,59
67,52
89,65
24,-4
37,26
1,-30
61,43
77,40
80,69
37,21
85,60
100,77
89,63
64,27
51,40
56,34
80,53
63,52
33,9
68,25
80,63
70,46
76,52
85,65
21,-4
69,51
75,56
75,38
57,31
73,37
63,40
36,-1
27,1
67,38
76,55
96,76
69,35
39,20
76,48
32,12
79,53
78,44
69,46
58,32
93,64
98,67
81,68
55,39
70,40
91,50
82,67
34,28
49,20
49,31
40,27
56,37
88,66
83,58
84,73
90,69
58,36
40,19
53,39
95,52
40,33
65,39
84,66
73,50
96,74
50,39
68,24
23,1
74,66
29,15
95,73
63,36
63,35
75,36
63,51
84,74
89,65
92,73
76,39
58,42
84,64
83,52
53,30
58,46
92,75
71,48
90,65
89,77
46,38
65,42
83,61
29,12
89,73
87,64
91,77
62,53
94,68
93,65
86,63
31,24
91,73
50,23
95,69
44,21
86,64
71,37
54,33
42,36
99,75
61,53
84,58
64,24
72,51
87,76
24,11
89,72
72,45
76,38
62,47
85,70
66,45
57,39
72,45
78,56
71,46
86,70
46,21
92,66
55,7
92,61
83,67
40,18
74,69
71,39
45,26
45,34
68,25
51,44
50,19
29,6
84,58
38,33
68,43
37,24
74,58
67,38
18,-1
78,47
92,68
66,45
61,41
81,60
27,15
82,45
74,52
62,38
46,19
84,75
84,56
75,42
48,37
90,75
40,31
65,38
75,49
80,58
92,74
41,25
87,53
66,59
96,68
76,69
29,6
65,43
45,28
66,39
40,30
56,27
88,64
66,39
89,39
54,45
90,75
104,76
84,56
50,37
16,-2
37,27
56,44
83,59
76,45
75,60
90,74
52,39
47,30
55,31
88,67
88,52
64,37
71,64
52,38
73,53
61,41
79,63
50,30
15,7
82,63
66,46
77,55
37,25
96,69
68,57
68,50
62,27
71,60
27,11
76,59
94,59
81,66
90,69
57,46
74,55
71,52
86,57
61,31
33,26
83,55
86,58
62,47
74,45
40,25
69,47
99,58
37,29
67,53
62,47
97,56
64,40
53,28
71,62
103,75
100,79
49,26
88,49
89,74
26,-23
53,32
77,60
90,69
99,79
91,69
68,42
57,31
72,41
62,38
73,52
97,61
40,29
41,33
89,78
74,51
64,54
35,32
73,66
92,49
75,50
52,45
81,50
62,44
53,34
72,52
88,59
79,61
67,36
27,6
91,79
44,30
71,55
75,55
63,36
52,32
48,23
50,32
67,44
82,67
80,53
95,72
66,30
71,50
-5,-20
71,59
88,58
70,45
90,71
96,71
56,26
98,77
56,40
37,30
39,32
90,39
78,54
67,49
44,29
77,68
64,41
32,29
46,29
57,35
53,39
60,40
76,58
60,23
85,50
50,37
82,68
41,22
55,43
92,59
26,23
59,42
83,51
96,61
75,52
51,35
78,54
46,40
58,36
93,75
42,28
89,60
73,53
54,39
93,74
47,25
76,50
99,68
38,25
41,33
36,29
65,36
70,50
91,70
74,55
66,58
89,75
80,63
75,60
74,59
81,43
41,20
83,74
57,37
50,27
47,31
63,46
88,78
56,42
89,78
69,44
90,72
82,68
78,46
87,77
92,75
77,54
65,53
94,64
68,31
73,54
71,43
71,62
80,41
85,70
88,69
73,41
50,34
82,72
69,37
44,27
78,64
89,69
41,16
68,30
16,3
46,25
46,25
24,16
82,50
34,27
67,43
38,16
82,59
45,29
78,35
56,20
86,57
61,24
76,48
91,74
36,18
9,-14
70,59
78,55
70,57
95,70
49,32
94,75
77,51
82,71
71,40
90,62
46,28
40,15
91,73
57,49
57,23
82,67
98,73
92,78
90,65
48,25
77,53
64,48
89,76
42,35
83,67
66,51
72,62
67,60
68,51
88,65
46,28
89,82
40,19
90,49
92,73
74,58
90,76
86,61
83,60
94,68
34,4
52,43
56,42
86,78
96,65
41,23
38,30
54,34
49,43
73,40
75,63
71,58
94,73
68,47
69,24
95,71
70,38
70,61
88,57
30,-3
77,47
87,60
89,75
89,70
22,5
57,49
40,29
88,67
63,38
85,54
80,62
45,26
48,35
14,-11
66,42
87,50
55,30
74,43
31,21
48,41
72,52
25,3
74,46
45,36
31,25
50,24
77,51
42,19
81,60
53,39
94,71
24,7
58,32
61,34
44,39
72,39
92,74
50,45
87,64
63,34
81,46
86,71
112,90
67,56
68,45
66,51
88,73
73,63
39,25
85,63
47,29
58,38
67,54
60,28
72,51
58,38
75,32
88,76
71,37
40,35
83,69
50,40
71,59
98,59
75,61
73,57
63,39
59,38
62,55
93,56
40,17
51,49
70,26
77,60
96,64
-2,-19
85,71
61,46
88,52
79,67
83,73
81,62
44,30
68,42
41,36
63,35
87,60
68,33
92,69
63,50
70,61
88,52
74,53
85,62
69,31
42,18
91,72
64,40
53,39
85,65
58,25
94,68
48,43
87,53
71,54
76,54
80,69
-7,-23
77,39
66,35
69,47
83,64
63,39
20,-12
69,37
58,27
65,55
76,47
66,47
64,25
89,73
69,47
52,45
35,11
60,53
62,25
67,48
37,18
96,79
88,65
65,55
67,48
92,69
49,32
73,60
40,34
72,56
44,17
77,37
86,71
56,40
56,42
52,33
52,47
72,54
66,59
64,49
60,45
98,61
28,7
104,75
84,60
90,54
27,13
66,39
33,27
31,14
5,-20
81,58
71,57
51,40
67,56
67,48
51,30
90,73
33,20
80,64
65,42
44,16
76,58
92,71
77,49
62,25
68,32
61,33
94,74
30,21
82,77
20,8
93,70
58,40
50,29
75,39
78,63
71,50
72,62
97,76
89,64
74,37
65,29
77,52
75,51
44,35
75,66
71,56
83,67
67,49
58,41
69,44
63,51
82,65
45,38
92,75
85,59
92,71
72,37
63,32
44,32
52,37
72,44
-1,-19
67,53
60,39
57,33
86,78
33,8
81,54
81,61
94,73
73,40
96,75
91,62
85,75
35,27
71,52
92,51
84,58
83,57
57,30
85,68
55,41
58,42
90,69
90,63
59,48
90,74
90,56
66,44
95,65
94,72
98,57
74,53
70,39
68,53
28,22
41,36
60,22
75,64
73,37
76,63
59,39
77,66
89,68
65,56
50,20
68,40
84,59
93,74
89,55
90,75
54,44
86,68
88,62
62,57
80,63
30,11
90,64
70,29
71,43
36,32
76,60
72,46
78,68
41,29
69,49
42,36
79,68
81,57
86,44
95,51
84,55
83,54
80,54
61,34
31,25
39,33
53,25
79,64
63,44
86,64
88,73
68,50
77,51
30,21
100,76
32,10
77,39
56,32
54,29
72,47
54,36
52,47
61,35
76,51
63,50
61,43
85,64
93,49
83,56
71,45
80,65
46,37
86,68
84,58
34,17
71,42
59,47
76,48
28,15
71,42
25,5
68,34
46,26
45,28
75,63
57,51
64,58
91,64
53,30
94,55
86,70
52,46
88,68
80,60
79,60
79,54
77,60
69,52
84,67
53,33
85,60
76,59
89,64
58,49
46,25
54,46
70,59
56,31
32,13
57,30
93,66
65,37
81,74
58,40
101,65
28,21
80,61
96,58
82,60
67,47
45,31
64,34
90,55
80,72
74,53
42,37
34,31
80,56
83,69
87,70
92,74
88,54
87,73
73,40
91,69
77,50
67,42
81,50
64,50
50,33
87,58
22,-7
71,43
73,52
74,52
79,58
83,66
36,13
94,77
65,38
77,67
70,65
81,56
51,41
54,35
106,74
87,74
82,62
83,63
44,29
78,67
100,67
87,64
45,34
73,57
94,72
56,39
91,74
74,36
69,29
41,17
84,67
78,55
76,40
73,49
45,34
44,29
18,-15
67,47
33,22
25,0
55,32
36,12
69,53
59,47
86,33
66,29
37,33
50,35
89,69
61,56
73,26
56,42
53,46
74,39
96,61
99,74
87,42
26,-16
52,47
87,56
46,21
51,33
57,42
75,38
56,39
84,66
81,65
87,73
30,16
69,61
87,77
56,54
94,72
62,43
60,33
33,28
65,43
49,31
47,28
72,61
68,45
88,57
58,30
51,30
52,46
71,43
38,22
88,67
81,39
33,17
48,39
47,37
70,48
66,34
80,64
42,33
23,16
99,78
80,52
65,36
46,24
68,59
46,35
62,45
67,47
62,40
57,46
84,52
77,54
32,14
93,73
74,54
71,52
65,56
64,51
93,74
75,58
82,59
78,54
59,45
62,40
47,30
92,79
87,59
75,58
65,27
80,43
46,21
80,73
62,38
73,30
72,48
46,40
74,57
43,15
87,67
66,52
12,-5
30,3
57,30
52,33
59,43
69,42
48,21
75,49
93,73
57,47
28,11
52,40
47,33
86,37
91,49
31,23
73,55
64,50
93,76
65,18
91,61
64,29
72,36
81,59
83,56
74,53
91,69
74,61
80,42
75,40
88,64
72,66
71,50
64,43
88,72
60,44
77,45
31,14
74,45
59,50
74,53
30,16
79,67
46,28
76,55
63,45
94,82
85,66
44,34
8,-5
51,38
48,10
62,39
74,43
81,60
65,57
37,8
78,66
29,10
21,11
91,75
55,34
79,68
38,31
58,35
43,38
69,50
51,37
93,63
60,40
34,29
44,11
57,43
33,11
67,28
71,37
59,50
26,-7
36,22
33,17
83,49
100,65
54,37
52,29
69,54
62,24
64,40
63,25
69,37
58,51
40,31
87,60
74,50
93,66
49,9
94,79
62,46
91,44
81,56
58,34
74,55
48,17
38,23
53,45
86,66
77,35
92,59
75,43
38,28
41,19
69,44
38,14
55,48
79,33
46,40
72,40
92,76
95,73
81,53
68,41
96,72
84,45
75,54
78,69
73,42
77,52
77,58
33,10
85,69
88,65
94,50
48,41
56,32
69,36
88,63
33,27
74,52
45,40
79,50
85,53
48,39
60,28
65,37
91,68
64,40
51,26
54,30
39,20
56,38
80,71
77,57
87,65
96,73
62,26
51,23
90,65
71,49
92,42
49,35
62,54
84,66
97,69
97,75
82,63
62,29
74,25
97,68
86,65
87,64
85,69
59,49
79,65
61,43
66,30
82,68
6,-2
76,67
99,77
96,52
68,60
86,58
86,63
52,25
74,40
35,23
54,30
71,28
70,59
84,61
80,70
47,41
50,37
102,77
31,13
78,40
64,38
79,41
87,67
64,32
84,65
25,11
60,51
80,55
22,-5
95,51
73,49
58,52
75,44
53,39
83,57
78,60
85,54
85,59
50,31
30,20
81,70
86,73
36,24
64,42
61,29
62,45
73,45
65,46
53,24
76,41
80,66
74,52
17,0
80,52
84,65
94,61
58,34
42,30
10,3
78,59
85,68
88,69
47,19
48,36
85,76
92,57
63,46
67,56
90,73
86,77
64,45
79,60
33,16
25,3
89,74
62,35
75,67
68,32
98,76
79,34
54,32
94,60
85,63
62,42
73,49
43,25
44,30
57,48
83,64
97,77
90,75
32,14
24,9
73,35
42,27
90,79
45,37
62,53
100,66
32,13
33,2
87,68
48,12
67,60
57,35
79,51
65,45
84,69
73,55
90,57
78,55
62,47
15,2
59,38
79,50
86,68
49,29
48,29
75,59
87,47
94,73
90,69
103,65
31,16
51,36
87,59
43,21
80,44
77,56
50,29
79,65
63,50
63,38
68,45
87,41
98,75
57,48
41,24
90,65
42,32
86,73
93,74
41,25
56,43
76,55
58,37
48,39
53,16
60,33
58,36
83,69
73,31
46,30
94,74
61,52
63,52
95,68
50,43
67,56
68,59
82,69
65,34
80,58
87,65
65,49
74,38
78,63
89,75
88,81
55,50
91,73
66,32
93,55
94,61
30,27
87,65
71,43
50,38
85,69
74,45
46,13
62,26
70,43
73,48
38,20
67,51
75,53
34,24
43,1
61,40
25,9
21,-4
89,72
83,69
12,-7
71,47
89,70
64,52
84,63
83,70
75,66
70,44
78,54
15,3
58,38
38,24
42,35
79,53
83,59
71,53
47,40
65,45
53,24
43,27
37,22
63,52
48,42
89,67
80,59
3,-17
90,63
47,28
55,33
85,75
77,36
95,71
82,57
50,40
25,8
88,69
57,26
64,40
91,76
65,33
68,45
60,41
64,46
42,32
50,20
46,35
46,32
78,52
55,36
99,78
68,50
79,70
87,73
57,27
83,71
81,56
43,33
66,38
79,67
58,24
83,76
64,14
75,61
71,33
71,50
58,48
34,28
83,55
19,-18
80,59
71,38
72,46
56,48
82,53
46,28
56,28
40,32
65,47
53,39
78,67
-4,-20
54,24
74,39
54,43
92,72
71,57
75,46
53,40
96,79
69,55
87,63
73,68
89,69
73,45
69,61
79,40
38,34
76,41
74,50
41,9
39,17
61,33
86,54
91,64
86,60
88,63
89,58
66,40
77,39
62,37
61,43
68,50
61,29
84,61
34,28
68,32
54,31
72,53
96,67
63,59
11,2
32,4
74,63
81,54
87,70
80,38
81,50
66,43
35,29
55,31
56,40
81,41
90,59
61,48
55,41
67,50
85,64
88,64
96,71
89,72
87,64
63,37
45,25
84,64
76,70
76,51
87,45
47,38
91,66
83,56
87,58
80,56
69,34
45,36
67,46
53,40
85,48
73,57
85,56
87,42
79,60
53,30
53,24
48,27
81,45
34,13
74,64
46,29
63,23
92,74
53,40
79,63
70,46
19,-5
72,54
73,50
85,61
67,44
46,31
51,38
70,54
80,52
84,56
43,21
49,34
70,54
76,57
51,35
85,68
26,9
83,71
85,69
-10,-18
72,32
94,69
81,52
82,43
83,61
62,31
59,31
74,49
64,24
73,58
89,65
75,41
68,60
53,42
91,77
87,73
88,83
62,29
76,48
49,38
75,43
31,28
46,30
71,54
58,35
101,55
37,30
58,49
36,29
44,39
39,33
97,75
33,25
81,44
87,58
52,36
54,29
70,56
56,30
55,30
78,50
79,66
33,-4
82,70
82,56
48,33
51,29
71,53
87,78
57,36
92,74
76,60
62,36
92,53
60,41
49,17
90,71
100,72
34,26
70,61
53,42
22,2
97,76
54,39
35,20
76,37
79,58
74,50
53,34
89,47
33,16
68,59
79,48
43,35
53,36
62,36
79,46
52,38
90,74
36,26
91,69
18,-1
52,39
34,22
79,34
83,50
72,52
63,37
84,60
40,6
55,41
71,45
89,82
45,19
68,45
55,19
82,47
39,21
41,21
83,37
61,32
91,76
90,71
40,31
65,39
31,20
75,39
52,42
82,71
84,59
104,59
63,38
28,3
55,36
90,73
64,55
88,75
76,39
85,60
78,58
101,71
81,57
80,67
89,81
76,51
46,13
79,51
91,68
43,37
88,72
48,42
89,70
100,57
73,58
24,5
49,43
67,48
92,51
63,45
47,37
54,18
70,35
71,28
26,6
19,-9
60,32
88,66
92,73
94,76
43,34
32,26
75,49
35,30
43,24
32,28
45,30
67,60
53,29
90,74
65,33
44,32
86,79
43,33
68,41
82,52
52,28
84,61
77,49
72,63
93,68
85,64
71,49
83,62
70,57
63,40
31,7
86,63
76,65
67,44
84,73
64,29
89,55
30,11
91,72
88,52
74,61
91,51
84,59
76,45
22,7
69,40
83,65
57,34
50,32
95,69
79,38
72,56
75,57
78,59
86,65
75,60
78,57
51,33
86,72
61,44
67,53
72,50
66,41
67,27
69,38
-6,-24
30,8
79,57
77,54
20,-4
45,25
53,41
42,36
71,54
79,61
92,76
74,45
30,-2
87,69
87,70
83,47
83,66
92,70
95,53
60,41
89,68
69,57
89,49
42,31
93,54
76,56
78,39
78,66
91,68
83,64
86,68
92,68
47,37
82,63
41,20
74,61
67,52
63,59
86,70
85,69
87,59
88,77
68,47
68,61
53,26
31,6
86,60
59,32
72,46
70,36
63,49
83,42
54,36
73,45
80,39
74,34
79,51
55,49
54,26
86,64
101,74
46,21
67,30
33,27
65,39
73,54
69,32
62,37
55,49
45,23
45,34
28,-15
90,69
62,43
93,65
74,45
67,44
81,60
37,20
78,50
62,35
67,48
90,62
69,58
48,30
81,52
75,65
74,61
31,7
75,59
36,27
39,33
84,36
85,73
44,33
42,31
90,59
88,68
83,64
53,33
66,39
44,17
88,69
62,28
73,43
21,5
78,64
57,38
93,75
50,34
53,22
83,62
81,52
14,-4
88,59
86,56
52,27
86,74
72,55
74,60
82,52
72,64
43,29
88,73
94,66
31,13
45,25
68,39
58,48
68,53
79,71
78,64
67,50
78,48
45,35
68,48
97,70
96,76
80,56
42,36
61,53
59,36
64,20
61,40
67,48
68,60
83,56
79,55
86,73
84,60
87,65
46,38
67,41
49,30
82,68
43,34
59,41
70,38
66,36
37,27
70,50
73,49
88,68
96,71
76,54
86,61
48,33
38,30
60,37
88,65
58,27
62,40
85,74
91,59
73,46
71,51
70,43
49,44
7,-10
80,60
91,69
97,71
93,58
61,45
46,36
91,65
65,46
42,22
45,36
88,69
57,40
60,45
70,44
82,52
100,62
54,21
95,63
54,30
66,45
51,36
94,71
14,-4
62,22
64,39
65,46
47,24
79,61
44,36
44,39
83,63
51,35
32,3
82,47
88,70
80,61
86,61
86,75
53,30
24,5
83,66
30,22
85,64
79,52
50,31
47,42
68,43
40,33
20,9
80,54
49,29
81,56
95,79
62,39
89,78
55,31
80,69
89,64
88,68
75,43
87,69
59,34
85,75
61,46
98,74
45,32
80,75
41,19
72,51
84,61
64,49
76,40
93,75
93,56
89,69
77,52
90,47
47,38
84,58
78,51
32,28
93,69
64,47
57,46
66,47
99,72
68,50
85,59
80,61
94,73
85,72
82,55
93,70
67,37
59,37
62,35
74,41
97,63
77,61
31,15
69,29
70,50
63,51
61,57
39,0
80,61
77,68
85,71
42,37
101,82
84,63
57,27
73,60
62,39
91,67
46,39
89,77
74,67
74,36
71,44
67,48
71,59
53,20
91,67
72,48
53,25
86,66
59,43
84,64
61,53
73,53
60,33
62,56
30,6
31,20
27,13
77,63
57,27
92,75
90,79
48,35
63,27
45,35
68,36
58,34
76,52
91,69
79,72
64,58
86,79
72,58
77,54
71,48
87,73
97,80
87,54
60,50
71,30
78,51
83,57
62,42
90,53
87,71
44,30
95,71
49,26
86,58
17,-9
81,51
92,74
43,29
89,72
24,18
58,39
49,30
90,67
60,43
66,52
55,28
37,17
67,41
65,60
73,40
48,42
92,43
96,71
64,43
71,42
86,67
65,51
31,2
82,43
48,26
83,71
76,52
71,44
69,53
88,65
61,36
35,22
58,46
47,33
60,42
71,46
68,42
55,27
71,66
63,36
56,41
30,7
75,38
63,30
77,50
65,47
65,37
56,47
76,61
92,66
63,46
42,8
82,50
90,77
81,57
51,33
76,48
68,40
81,59
57,47
65,53
63,53
65,27
91,70
70,37
19,8
63,37
18,3
39,33
58,23
71,53
63,53
67,56
83,65
81,58
102,63
49,19
73,52
56,23
86,69
84,58
89,60
16,2
66,55
86,71
70,22
92,74
87,70
66,40
71,55
71,57
90,74
64,30
37,21
65,44
86,62
65,50
76,62
68,38
38,33
16,-5
64,49
80,44
95,74
75,68
70,46
56,36
85,75
79,36
73,39
76,62
76,52
81,59
23,6
65,55
62,47
76,58
55,39
68,57
63,48
25,8
60,33
88,73
76,60
29,9
94,72
83,56
13,-9
39,24
73,47
69,35
74,53
76,53
82,60
80,56
88,74
25,7
58,33
76,52
63,15
77,44
88,50
86,71
88,61
68,55
37,23
85,45
67,46
69,55
36,19
51,14
89,65
71,50
55,31
-14,-24
73,52
86,63
57,51
56,41
88,69
70,34
57,25
74,44
86,57
86,59
23,13
67,24
82,68
60,48
94,76
47,32
89,61
51,41
35,13
64,31
75,62
73,48
86,69
60,14
71,66
32,28
91,67
78,61
48,34
49,30
54,42
53,49
58,33
74,43
60,51
87,58
84,68
46,24
86,76
75,35
63,40
57,46
89,57
83,66
86,64
69,43
79,49
68,48
88,71
68,54
28,20
34,27
89,64
44,26
90,57
63,41
65,45
39,11
81,56
85,53
85,59
53,43
75,50
82,59
77,47
69,53
82,52
49,24
72,44
78,45
4,-5
59,39
76,60
58,40
75,61
74,64
37,7
69,28
38,25
86,63
77,61
76,56
34,17
65,47
47,28
99,78
72,51
53,42
80,37
83,62
84,61
78,54
91,52
71,44
76,50
66,51
66,32
29,1
75,50
90,52
70,45
76,67
88,49
62,55
45,34
90,66
50,36
58,30
40,21
12,1
44,37
64,49
64,31
61,43
88,73
52,41
68,54
84,69
83,65
90,63
52,32
70,40
60,24
57,38
70,36
54,39
83,50
69,35
102,77
85,64
50,35
80,46
67,36
37,14
64,42
69,38
57,33
54,25
74,66
64,40
77,51
48,38
84,56
52,23
65,60
81,64
27,7
70,52
80,57
74,34
54,40
93,77
35,11
64,52
79,54
69,50
84,68
41,30
57,31
64,41
58,37
92,58
92,71
77,61
61,48
72,59
60,56
80,49
56,35
74,59
84,61
80,67
18,3
71,57
74,63
84,66
84,53
39,0
69,53
83,57
69,28
96,69
53,27
94,73
58,45
88,66
90,72
69,28
96,67
44,33
81,52
109,79
72,48
83,64
57,46
83,65
70,29
57,49
79,41
39,27
68,43
59,34
86,62
50,34
66,48
56,34
15,0
45,25
40,31
41,30
85,66
89,72
88,52
22,10
85,53
75,50
65,47
68,46
45,20
43,38
64,45
82,60
103,70
107,83
41,15
90,68
29,15
93,67
62,44
84,56
36,21
32,12
62,48
31,12
66,30
56,33
79,65
57,38
52,23
88,59
86,49
72,41
33,8
84,72
48,45
62,40
41,33
39,27
57,47
43,22
92,76
72,68
88,74
41,18
72,60
95,69
68,41
94,70
72,56
23,14
43,1
76,51
49,29
76,55
72,29
86,70
87,59
44,24
63,24
82,51
92,68
62,43
67,43
83,61
59,41
36,22
70,26
90,68
79,47
58,33
84,45
34,9
60,31
95,69
76,55
73,51
40,21
70,48
62,56
68,55
81,68
46,33
100,73
65,59
68,54
83,45
31,21
85,76
85,65
67,57
95,64
77,32
61,48
78,46
80,64
37,31
64,34
79,57
58,27
89,79
1,-18
82,62
89,72
94,72
85,51
42,28
75,61
45,34
79,55
95,68
87,62
49,28
104,80
64,58
72,39
86,46
85,72
57,32
26,-3
54,45
30,6
91,72
74,52
62,43
40,38
73,64
52,23
93,70
80,69
86,55
82,46
83,59
21,2
56,21
52,28
64,47
79,60
57,32
43,39
58,33
43,39
66,46
50,37
53,36
80,51
78,60
67,41
70,57
88,72
94,69
82,53
98,77
85,66
86,55
71,52
44,19
65,42
48,37
80,58
67,44
66,46
47,39
73,47
85,42
62,50
76,38
69,41
63,30
43,16
32,29
85,56
86,61
88,66
95,64
85,67
93,77
61,28
78,67
23,12
79,57
90,70
45,21
92,72
52,30
25,5
56,41
89,53
55,27
25,7
90,60
92,73
80,58
55,48
40,30
74,37
73,48
24,20
87,65
81,61
45,40
76,52
82,62
60,48
41,33
101,49
75,34
69,37
36,30
27,21
51,26
91,80
63,40
62,47
67,24
64,43
93,67
57,43
89,75
28,15
44,26
81,69
98,74
27,8
75,42
71,52
78,49
65,40
44,38
86,64
76,54
69,53
37,30
73,51
43,21
85,51
62,39
59,36
56,48
27,17
78,47
83,65
56,36
56,33
99,80
82,67
96,73
90,65
59,37
34,27
90,73
65,49
57,29
56,49
80,61
56,35
35,20
94,55
89,74
82,57
89,82
72,57
76,45
77,39
67,43
91,80
79,65
71,44
70,38
76,51
46,38
66,51
93,61
91,63
90,71
73,44
44,39
100,76
53,32
40,21
83,54
66,35
69,45
90,77
76,43
52,32
103,65
55,44
69,49
69,26
87,61
82,66
43,31
57,42
48,41
29,1
76,54
61,32
58,40
82,73
78,57
55,31
51,43
48,33
71,57
71,50
80,59
63,51
78,48
79,46
46,26
61,38
95,46
69,51
59,49
85,71
76,41
86,69
87,74
83,50
64,50
96,73
89,52
46,38
86,75
80,58
45,34
69,66
65,46
64,58
54,37
84,71
79,58
17,-9
93,52
64,40
41,34
13,3
63,35
57,31
39,26
57,41
65,51
86,69
82,75
91,73
89,78
67,40
63,43
85,63
55,38
91,79
71,56
82,46
94,65
48,38
53,41
92,72
45,33
86,78
72,64
85,48
67,52
56,39
69,40
85,69
66,47
72,37
81,51
54,31
83,51
62,36
93,79
74,64
73,61
84,61
38,20
85,70
80,69
93,55
51,30
92,68
64,45
89,67
94,70
90,62
83,53
79,34
84,78
37,30
98,75
36,19
38,24
93,62
55,36
44,18
57,39
78,56
60,47
90,67
70,52
70,54
73,36
68,33
26,15
76,54
76,61
74,27
101,72
89,61
61,43
86,55
51,20
71,52
97,74
69,24
55,22
69,41
11,1
50,35
100,78
62,38
69,32
89,74
72,41
79,62
93,73
48,34
60,31
78,55
53,28
77,61
77,45
68,58
57,41
72,48
90,55
72,51
91,70
92,63
56,30
66,27
63,34
63,51
52,44
56,46
80,61
94,71
57,38
88,50
84,63
82,64
48,38
67,38
73,48
77,51
54,37
54,38
80,34
60,42
79,66
10,-3
61,22
73,42
82,55
52,37
60,42
70,47
86,53
96,71
83,55
72,53
75,58
86,60
81,61
79,66
90,62
88,63
91,72
80,53
74,48
78,58
45,38
87,67
101,71
65,49
66,43
64,23
75,55
38,25
83,49
65,52
79,65
91,55
66,45
84,68
72,58
70,41
74,39
37,31
32,20
56,27
56,30
62,45
60,53
94,74
68,53
63,35
86,58
88,65
80,67
90,68
70,25
42,27
37,32
53,27
86,47
63,43
41,24
71,54
90,68
42,25
48,28
64,28
74,57
70,27
20,-2
70,42
75,39
89,74
61,46
76,54
69,47
35,17
68,35
76,46
71,35
89,54
78,61
96,65
56,38
89,55
89,70
57,28
89,76
80,53
67,33
34,24
88,68
-9,-27
43,34
84,66
47,26
83,60
96,74
52,40
91,75
42,26
93,58
12,-9
75,47
97,74
45,34
51,24
75,62
36,20
86,60
91,66
53,32
32,8
57,42
88,67
79,57
69,51
69,43
95,69
89,59
76,53
84,62
83,51
68,29
86,54
81,69
26,5
46,33
64,33
89,47
80,71
74,61
82,57
69,44
21,0
85,71
49,29
107,73
84,59
61,38
86,66
56,46
94,79
53,36
74,54
94,62
84,41
85,65
71,51
81,57
72,51
81,60
76,70
77,50
82,62
79,70
84,46
89,50
80,58
68,49
56,52
91,71
60,47
88,70
62,32
45,22
83,39
53,21
67,51
84,68
98,69
69,36
54,47
87,73
54,32
89,51
64,49
59,39
62,46
83,30
66,45
97,77
42,37
92,61
91,73
84,70
77,63
80,72
70,55
49,22
82,67
65,64
71,36
60,43
75,49
53,39
90,71
59,53
100,59
53,18
44,24
75,45
36,18
83,57
57,24
52,28
7,-3
83,60
83,62
28,11
75,61
30,11
60,29
79,42
60,37
73,51
47,24
56,34
67,53
67,40
58,29
49,45
36,27
34,28
81,64
96,75
59,38
74,37
68,46
35,11
55,33
38,22
54,34
75,54
72,41
68,20
86,50
56,36
89,73
63,48
92,71
43,22
62,45
55,44
52,43
89,69
21,0
60,38
83,65
77,65
85,54
57,29
74,39
71,36
97,68
46,24
29,7
65,39
94,44
66,31
75,37
33,16
36,19
60,49
76,54
78,46
71,41
61,52
57,38
82,62
84,57
27,17
60,31
82,64
89,60
